Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.9841002106666565,0.06881298959255218,0.40809581995010374,0.3921960401535034,12.580898645525348,0.3278075969964266
2,0.9406789708137512,0.035779907256364825,0.34362586855888366,0.2843048316240311,15.573900972154131,0.3696769427508116
3,0.9467413377761841,0.0350940015912056,0.4607725715637207,0.4075139379501343,13.025545473427902,0.33858757875859735
4,0.9811819076538086,0.030038046687841415,0.5645495593547821,0.5457314658164978,14.690982487702613,0.3899975423514843
5,0.9734957528114319,0.02696572333574295,0.6439043092727661,0.6174000811576843,15.953291487222076,0.41010785892605783
6,0.9766348576545716,0.02664112739264965,0.7332251143455505,0.7098599720001221,17.92195192263463,0.40555226668715477
7,0.9691352891921997,0.02413934499025345,0.7495961523056031,0.7187314414978028,17.164466992080754,0.42187935307621954
8,0.9745155143737793,0.025560528859496116,0.7469657921791076,0.7214813041687012,18.803226695494935,0.43763950616121294
9,0.9898796343803405,0.02393124848604202,0.7391635513305664,0.729043185710907,17.220848495370888,0.44606339365243913
10,0.9412812948226928,0.022108196467161178,0.7790934705734253,0.7203747653961181,17.473604856208695,0.4530542016029358
11,0.9925169086456299,0.022316885516047477,0.7575765991210938,0.7500935268402099,18.179541094660948,0.4464685793220997
12,0.9950049471855164,0.022436750382184983,0.8172565865516662,0.8122615337371826,16.893508810808736,0.4549195669591427
13,1.0165486168861388,0.022828218154609205,0.8986768579483032,0.9152254557609558,18.73080994810884,0.4615863049030304
14,0.9921526908874512,0.02090144969522953,0.8858541107177734,0.8780068016052246,17.28320522842712,0.44355797111988066
15,0.9996556162834167,0.022449088096618653,0.9170077800750732,0.9166633772850037,18.319646375561877,0.4654475857317448
16,0.9838895654678345,0.01988006427884102,0.9319617080688477,0.9158512735366822,19.10669674862223,0.47513542369008066
17,1.0042794227600098,0.02046611912548542,0.887400586605072,0.8916800117492676,19.544638988314674,0.48320320501923564
18,1.011513171195984,0.01927435040473938,0.9099987387657166,0.9215118908882141,19.42812483643194,0.4821125614643097
19,0.9968411684036255,0.019442658461630343,0.929042387008667,0.9258835554122925,20.321765867567166,0.49425621375441553
20,1.010455951690674,0.019727223217487336,0.9444722199440002,0.9549281358718872,20.199251487663886,0.490515748411417
21,1.0030170822143554,0.018291794508695603,0.9193993759155273,0.9224164390563965,20.149245027892984,0.5023818126320839
22,0.9979760837554932,0.019251930192112923,0.9101900339126587,0.9081661200523377,18.861441856293816,0.4869567212462425
23,0.9969157552719117,0.01886554606258869,0.9081733989715576,0.9050891733169556,19.70050740028991,0.5033525261282921
24,0.9867516946792603,0.01998175837099552,0.8375176048278808,0.8242692995071411,19.91946346302934,0.5048236612975597
25,0.9924865627288818,0.018618461787700654,0.7729546689987182,0.765441210269928,19.535557976653703,0.5043193419277668
26,0.9955182695388793,0.017914435863494872,0.7881498622894287,0.7836681509017944,20.357909169472734,0.5093390244245529
27,1.006971950531006,0.019509990885853767,0.7372480535507202,0.7442200016975403,19.914003663345497,0.5126314450800419
28,0.9838023447990417,0.017799574434757232,0.726985158920288,0.7107874846458435,20.13019391542482,0.5155268327891827
29,1.0062507462501527,0.016907673440873624,0.7642185640335083,0.7704692912101746,20.892447573790367,0.5244247582554817
30,1.006018648147583,0.01738914668560028,0.7582766199111939,0.7642952680587769,20.458556324358565,0.520635947138071
31,0.9677341842651367,0.01653634838759899,0.7714673686027527,0.7392015504837036,20.43798019351133,0.5320306344330311
32,1.0002639293670654,0.018174844831228255,0.7260894536972046,0.7263533997535706,20.615953921350897,0.5192981155216694
33,0.9865350556373597,0.01786931086331606,0.6858532118797303,0.6723882675170898,20.039999859360293,0.5291702774167061
34,0.9891733360290528,0.015948540084064006,0.6969167828559876,0.6860901355743408,20.25035332238935,0.5328889389336109
35,1.0043446350097656,0.016967983320355415,0.6653954911231995,0.6697401261329651,20.061200699832686,0.5353485663235188
36,0.9753099179267883,0.01680011361837387,0.7116241979599,0.6869341158866882,20.010438583719395,0.5346717330813407
37,1.0149393630027772,0.01569433178752661,0.7257541942596436,0.7406935381889344,19.713556958485828,0.5410571368038655
38,0.993482632637024,0.017430677711963653,0.6993365049362182,0.6928191375732422,19.577367206726024,0.5377083663642407
39,1.0106840348243713,0.018388971909880637,0.6833560013771057,0.694040036201477,20.961468623732603,0.5589666625857354
40,0.9937710762023926,0.01493276745080948,0.7622705984115601,0.7560416746139527,20.466174542924186,0.5438007575273514
41,0.9959227705001831,0.016652525514364244,0.7073434972763062,0.7032662487030029,20.783963649673495,0.5496812050044536
42,0.9861821937561035,0.016924783959984778,0.7065003395080567,0.6926825141906738,20.78273225524976,0.5580237227678299
43,0.9908005976676941,0.01671427093446255,0.7679952549934387,0.7587958526611328,19.74285788445661,0.5533329032361507
44,0.998066086769104,0.017159093245863913,0.7341493892669678,0.7322154951095581,20.65384952313871,0.5569790214300155
45,0.9860003137588501,0.016380776166915894,0.731702823638916,0.7177031373977661,20.98603303047934,0.5621642671525479
46,0.9922829222679138,0.015142828598618508,0.7596150636672974,0.7518979859352112,20.664461866948724,0.562619823217392
47,0.9947523021697998,0.015491665415465832,0.7484976696968079,0.7432499742507934,20.69881727869018,0.5654962328076363
48,1.0016502475738525,0.01427062951028347,0.8065872669219971,0.8082375144958496,21.29494347518278,0.5730536684393883
49,1.0004878568649291,0.0156489522755146,0.7718470525741578,0.7723349094390869,20.582866943271817,0.56767140224576
50,1.0090912199020385,0.016233039423823356,0.7791884803771972,0.7882797193527221,20.615665234409025,0.5625918839871883
51,0.9780134558677673,0.01805090729147196,0.760069477558136,0.7380829334259034,20.310961831198703,0.5679370275139809
52,1.0156661248207093,0.016842183358967304,0.722219078540802,0.7378852033615112,21.142721723432413,0.5773728263378143
53,0.9896096038818359,0.015594453401863575,0.7308179473876953,0.7204275512695313,21.391520744395752,0.5754125899076462
54,0.9995743274688721,0.014706478863954544,0.6982690715789794,0.6978434181213379,20.15159267390532,0.5696182951331139
55,0.9762390613555908,0.015954219475388526,0.7042867755889892,0.6805258369445801,21.332213389564107,0.5680621409416199
56,0.9826239967346191,0.01612946089357138,0.694284918308258,0.6769089126586914,20.998886246042986,0.5672802756726741
57,1.0006029415130615,0.014950041733682156,0.7224932527542114,0.7230962109565735,21.306036656745153,0.5777037419378758
58,1.015648798942566,0.014667894318699836,0.6660410690307618,0.681689887046814,21.814177812533092,0.5940235036611557
59,1.0042602252960204,0.013840905874967575,0.6466507720947265,0.6509109973907471,21.693571101713744,0.5817788952589035
60,1.0098835706710816,0.015180164501070976,0.6621156406402587,0.6719992113113403,21.455523527023175,0.5941130396723747
61,0.9946010971069336,0.014636817872524261,0.6300544166564941,0.6246555137634278,20.329926149621418,0.5952905365824699
62,0.995297281742096,0.01620036743581295,0.5464438962936401,0.5417411780357361,20.674958142934084,0.5877879694104194
63,0.9908982753753662,0.013844077810645103,0.4753261661529541,0.4662244427204132,20.657666951839857,0.5733820080757142
64,0.9920885157585144,0.015275116264820098,0.47184721946716307,0.46393569707870486,21.448298938603337,0.5746708390116692
65,1.0047076845169067,0.01537818044424057,0.48558069586753844,0.49028841018676755,21.295209544009644,0.5957764786481857
66,0.9949630069732666,0.014541454650461673,0.5349475574493409,0.5299105453491211,19.464800832217627,0.565716697871685
67,0.9910221433639527,0.014926229007542133,0.5300406038761138,0.5210627281665802,22.187068549246085,0.6015712147951127
68,1.0011533784866333,0.015274903103709221,0.5433590650558472,0.544512425661087,21.73806077346115,0.6080644762516022
69,0.9919762659072876,0.014672222062945366,0.5561885261535644,0.548164792060852,21.68424177827937,0.5977990207076073
70,1.0377750778198243,0.014838007800281048,0.5734386014938354,0.6112136435508728,21.646085026885714,0.6039383095502854
71,0.9864611530303955,0.014186805076897145,0.585797735452652,0.5722588849067688,21.159600430046794,0.596541713476181
72,1.0090634059906005,0.014110717922449112,0.6228955292701721,0.6319589567184448,21.608174455476448,0.6094733461737633
73,0.98188796043396,0.014617693088948726,0.6733938646316528,0.655281822681427,21.72525219590794,0.617606726884842
74,1.0157052040100099,0.01389629390090704,0.6495238280296326,0.6652290296554565,21.619683415213803,0.6155761748552322
75,0.9819994974136352,0.013513512164354324,0.6584272146224975,0.6404267120361328,21.966675562074442,0.6157873877882958
76,0.9895299434661865,0.01352501280605793,0.6799524402618409,0.6694823861122131,20.658756948376382,0.6060506719350814
77,1.003338098526001,0.013805157952010632,0.7178548550605774,0.7211929345130921,21.001416495612144,0.5939801532030106
78,0.9888712334632873,0.015603113025426864,0.6851405000686646,0.6740117335319519,20.113093127538754,0.5884512862563134
79,1.0014527082443236,0.01830949816852808,0.6968194580078125,0.6982722043991089,20.373530192723944,0.6032097995281219
80,0.9987138366699219,0.014510838650166988,0.7037433815002442,0.702457218170166,18.88898220434339,0.5072510479390622
81,1.0115669178962707,0.01515432059764862,0.7146744227409363,0.7262413215637207,19.73650352009242,0.5740399181842804
82,1.0238588333129883,0.014371742978692054,0.6744215011596679,0.6982803535461426,21.355650961643885,0.6071728295087815
83,0.9927175903320312,0.014652867577970028,0.7403308820724487,0.73304847240448,20.911778545934858,0.60349236369133
84,0.9816543865203857,0.015075894221663475,0.7527551317214966,0.7344095182418823,21.326843306211842,0.6053024050593376
85,0.9948255348205567,0.014496595934033393,0.7220684337615967,0.7168939685821534,22.1797858456448,0.605803150832653
86,1.0081087112426759,0.014248873889446258,0.7029282236099244,0.7110369181632996,22.008047256356548,0.6171865653991699
87,0.98263090133667,0.014735697582364083,0.7200996065139771,0.7027305102348328,22.077984330849493,0.6147266241908074
88,1.012597599029541,0.014416631273925305,0.7410342788696289,0.7536318397521973,20.80662597120348,0.605306861102581
89,0.9968295574188233,0.013414395786821843,0.728430917263031,0.7252604937553406,21.341028440015045,0.6173066797852517
90,0.9917965316772461,0.014287763237953187,0.7018021011352539,0.6935986328125,21.599762472229575,0.6188730007410049
91,1.0149007415771485,0.013703001663088799,0.7122343754768372,0.7271351146697999,21.957206495025314,0.6204941526055336
92,0.9957490587234497,0.013112619780004024,0.7548767805099488,0.7506258392333984,22.321324495638027,0.6324156561493873
93,1.0157731246948243,0.013498173579573631,0.7633128142356873,0.7790859198570251,22.074149740907348,0.62486891746521
94,0.9946110153198242,0.012983231376856565,0.7549410128593445,0.7495520305633545,22.424575690945172,0.6256954112648964
95,1.000946798324585,0.013089959360659122,0.7850654125213623,0.7860122299194336,22.126190269768195,0.6222426503896713
96,0.9979960870742798,0.01277396772056818,0.7437611746788025,0.741757242679596,22.26994188388616,0.6269991183280945
97,0.9968557453155518,0.01225777143612504,0.7922149801254272,0.789070725440979,21.321728090589268,0.625242517888546
98,0.99614910364151,0.012616972886025906,0.7643665814399719,0.7605157041549683,21.09999420678999,0.6274017348885537
99,0.9972178959846496,0.012256310433149337,0.7742026233673096,0.7714205193519592,21.253119636796683,0.6265503138303756
100,0.9931056523323059,0.013481085188686848,0.766826536655426,0.759932188987732,22.53980788328618,0.6283187708258628
101,1.002708625793457,0.012671838141977787,0.7613996887207031,0.7641082763671875,22.626833642143463,0.6358329963684082
102,1.0234138107299804,0.013293667398393154,0.7544801330566406,0.7778939247131348,21.56295909420374,0.6194727548956871
103,1.0177849745750427,0.013836473915725947,0.8097814965248108,0.8275664901733398,21.62028945873335,0.6271595028042793
104,0.9958813095092773,0.013243427760899066,0.8041114139556885,0.7999927020072937,21.29835490419087,0.6228132385015488
105,1.0114652061462401,0.013211704976856708,0.7986821460723877,0.8101473522186279,21.20523323542549,0.6211246556043625
106,0.9953645753860474,0.013475554138422012,0.788820858001709,0.7841854333877564,21.832103938881396,0.6244533067941666
107,0.9903146886825561,0.012393104732036591,0.7855741500854492,0.7758888006210327,22.59600483772961,0.6369444060325623
108,0.9897016143798828,0.013490298874676227,0.792514967918396,0.7822165822982788,21.744062431323883,0.6255644822120666
109,0.995306692123413,0.013344566300511361,0.7834442138671875,0.7787509036064147,20.47324372463639,0.6243365904688836
110,0.9849523878097535,0.013797132559120654,0.7533904552459717,0.7383428430557251,22.15532167058184,0.6349418967962265
111,0.9991173648834228,0.013726063370704651,0.767428617477417,0.7665459823608398,21.928222937328336,0.6262399381399155
112,0.9945862150192261,0.012624372392892838,0.7746160078048706,0.769202241897583,21.4803638086609,0.6266387182474137
113,0.9881022071838379,0.012388342283666134,0.7847850227355957,0.7728872299194336,21.77484407013502,0.6362367242574691
114,0.9908889245986938,0.013635662384331226,0.7922317886352539,0.7831207132339477,22.10339800218425,0.6402337142825126
115,1.0001704478263855,0.013031506761908531,0.7838409352302551,0.784011402130127,22.51295050139575,0.6285280933976174
116,1.0121133899688721,0.0131951305270195,0.7282964611053466,0.7404098510742188,22.53775878638961,0.6295329782366753
117,1.0152576303482055,0.012753623202443123,0.7171688890457153,0.7324265384674072,22.822205785124897,0.6334585663676262
118,0.9983785629272461,0.013069943711161613,0.7110495710372925,0.7094281339645385,22.59828859213899,0.6404460763931275
119,0.9901485204696655,0.01196864515542984,0.7314061355590821,0.7215546560287476,22.797558817387138,0.6438807442784309
120,1.0029068660736085,0.012073814049363136,0.7087198305130005,0.711626718044281,22.3298487180061,0.6418008452653885
121,0.9974664783477784,0.012693099230527877,0.7796764063835144,0.7771428847312927,22.520012622886412,0.6367370229959488
122,0.994464635848999,0.01237243015319109,0.8408914399147034,0.8353560566902161,22.019579568137573,0.6461373382806778
123,0.985033540725708,0.01311834629625082,0.9236900138854981,0.908723554611206,21.45657845896006,0.637580795288086
124,1.0313946390151978,0.012574009746313095,0.8719588232040405,0.9033534622192383,22.361656553618513,0.6349426102638245
125,0.9940782833099365,0.012135213986039162,0.8672728776931763,0.8613511610031128,22.13482939527422,0.6424549004435539
